"","term","ASV","mean","support","supportNeg","signif","sign","CS1","kingdom","phylum","class","order","family","genus","species","model"
"804","Cu","ASV_810",1.60646077606082,0.976,0.024,TRUE,"positive","-5.4797237","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala",NA,"Presence"
"805","Cu","ASV_1775",1.6109905693023,0.98,0.02,TRUE,"positive","-4.1035742","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS02",NA,NA,NA,"Presence"
"806","Cu","ASV_1162",1.61192771428129,0.97125,0.02875,TRUE,"positive","-4.2072418","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA,"Presence"
"807","Cu","ASV_1917",1.61428369977621,0.97825,0.02175,TRUE,"positive","-4.6708508","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA,"Presence"
"808","Cu","ASV_297",1.63190504953765,0.97975,0.02025,TRUE,"positive","-4.7407078","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"809","Cu","ASV_1109",1.63350340932979,0.97775,0.02225,TRUE,"positive","-4.7221158","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__indicum","Presence"
"810","Cu","ASV_3357",1.63547721234945,0.977,0.023,TRUE,"positive","-4.7405901","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"811","Cu","ASV_6526",1.65411230302657,0.97125,0.02875,TRUE,"positive","-3.9574799","k__Fungi","p__Basidiobolomycota",NA,NA,NA,NA,NA,"Presence"
"812","Cu","ASV_158",1.67852624005568,0.9895,0.0105,TRUE,"positive","-1.2954444","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,"Presence"
"813","Cu","ASV_274",1.69795653312538,0.99125,0.00875,TRUE,"positive","-4.6306227","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiales_fam_Incertae_sedis","g__Operculomyces","s__laminatus","Presence"
"814","Cu","ASV_4145",1.69842179807011,0.9905,0.0095,TRUE,"positive","-5.1003594","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,"Presence"
"815","Cu","ASV_252",1.70923327856255,0.9855,0.0145,TRUE,"positive"," 0.9379174","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae",NA,NA,"Presence"
"816","Cu","ASV_1983",1.71179273521587,0.99,0.01,TRUE,"positive"," 4.5140615","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Lycoperdon",NA,"Presence"
"817","Cu","ASV_2100",1.73257111437639,0.9965,0.0035,TRUE,"positive","-4.4365601","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae",NA,NA,"Presence"
"818","Cu","ASV_113",1.73466940495589,0.99825,0.00175,TRUE,"positive","-5.6179838","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Cistella",NA,"Presence"
"819","Cu","ASV_1516",1.73591010690416,0.9835,0.0165,TRUE,"positive","-4.7212355","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__indicum","Presence"
"820","Cu","ASV_446",1.7568610872601,0.9915,0.0085,TRUE,"positive"," 0.9386762","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae",NA,NA,"Presence"
"821","Cu","ASV_1511",1.75970846970792,0.98975,0.01025,TRUE,"positive","-4.7588652","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA,"Presence"
"822","Cu","ASV_843",1.76805886845006,0.9765,0.0235,TRUE,"positive","-4.6551680","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA,"Presence"
"823","Cu","ASV_119",1.78470289945102,0.9975,0.0025,TRUE,"positive","-1.3071929","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,"Presence"
"824","Cu","ASV_176",1.79296936658142,0.99275,0.00725,TRUE,"positive","-1.2793742","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,"Presence"
"825","Cu","ASV_1238",1.8081426930897,0.9835,0.0165,TRUE,"positive","14.2344637","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA,"Presence"
"826","Cu","ASV_431",1.81084941987052,0.99375,0.00625,TRUE,"positive","-4.6341185","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Rhizophydiales","f__Rhizophydiaceae","g__Rhizophydium","s__brooksianum","Presence"
"827","Cu","ASV_308",1.82585524459358,0.988,0.012,TRUE,"positive"," 4.7538780","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae",NA,NA,"Presence"
"828","Cu","ASV_3039",1.82980262137641,0.98125,0.01875,TRUE,"positive","-4.0335020","k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA,"Presence"
"829","Cu","ASV_811",1.83151974299929,0.97825,0.02175,TRUE,"positive","-4.7411578","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"830","Cu","ASV_2486",1.83576419085214,0.99375,0.00625,TRUE,"positive","-4.6708317","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA,"Presence"
"831","Cu","ASV_1198",1.83631867307744,0.996,0.004,TRUE,"positive","-4.6750943","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA,"Presence"
"832","Cu","ASV_550",1.85475375168341,0.99825,0.00175,TRUE,"positive"," 0.8359744","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Cantharellales_fam_Incertae_sedis","g__Minimedusa","s__polyspora","Presence"
"833","Cu","ASV_2745",1.85761848542025,0.99475,0.00525,TRUE,"positive","-4.4180351","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiaceae","g__Rhizophydium",NA,"Presence"
"834","Cu","ASV_291",1.87787415145108,0.98475,0.01525,TRUE,"positive","-5.8944947","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA,"Presence"
"835","Cu","ASV_882",1.88238126202175,0.98275,0.01725,TRUE,"positive","-4.7412515","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"836","Cu","ASV_1864",1.8984362843446,0.992,0.008,TRUE,"positive","-5.5889239","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Talaromyces",NA,"Presence"
"837","Cu","ASV_2912",1.92282092756465,0.993,0.007,TRUE,"positive","-4.2045033","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA,"Presence"
"838","Cu","ASV_1072",1.92606519537788,0.989,0.011,TRUE,"positive","-4.7412709","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"839","Cu","ASV_2128",1.9446480129674,0.99225,0.00775,TRUE,"positive","-1.6008722","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,"Presence"
"840","Cu","ASV_335",1.96319559332082,0.99075,0.00925,TRUE,"positive","-5.1202614","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,"Presence"
"841","Cu","ASV_639",1.96533513864026,0.999,0.001,TRUE,"positive","-6.7195308","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"842","Cu","ASV_367",1.96661898113821,0.9845,0.0155,TRUE,"positive","-5.5567036","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA,"Presence"
"843","Cu","ASV_273",2.00826371146925,0.9955,0.0045,TRUE,"positive"," 4.7478299","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae",NA,NA,"Presence"
"844","Cu","ASV_4237",2.04752493055169,0.994,0.006,TRUE,"positive","-5.8315623","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariales_fam_Incertae_sedis","g__Neoidriella","s__desertorum","Presence"
"845","Cu","ASV_653",2.04824849007264,0.99625,0.00375,TRUE,"positive","-1.2538422","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,"Presence"
"846","Cu","ASV_926",2.05130393631068,0.99775,0.00225,TRUE,"positive","-4.6767854","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA,"Presence"
"847","Cu","ASV_97",2.06583867122861,0.99975,0.00025,TRUE,"positive","-6.7506085","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Presence"
"848","Cu","ASV_756",2.07519359532268,0.99225,0.00775,TRUE,"positive","-5.1112152","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,"Presence"
"849","Cu","ASV_20",2.08008976732927,0.9955,0.0045,TRUE,"positive","-6.7176235","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"850","Cu","ASV_137",2.11669113883838,0.99975,0.00025,TRUE,"positive","-6.8541596","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaeta",NA,"Presence"
"851","Cu","ASV_163",2.12778229518445,0.998,0.002,TRUE,"positive","-5.1198674","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,"Presence"
"852","Cu","ASV_661",2.14961497920068,0.997,0.003,TRUE,"positive"," 0.9270244","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinaceae",NA,NA,"Presence"
"853","Cu","ASV_1255",2.17856744357932,0.99675,0.00325,TRUE,"positive","-4.2073435","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA,"Presence"
"854","Cu","ASV_1496",2.1797829654958,0.99925,0.00075,TRUE,"positive","-5.9980609","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA,"Presence"
"855","Cu","ASV_2117",2.20810039642658,0.994,0.006,TRUE,"positive","-1.2504326","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,"Presence"
"856","Cu","ASV_2375",2.2309986058819,0.998,0.002,TRUE,"positive","-1.6014243","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,"Presence"
"857","Cu","ASV_28",2.24223002968722,1,0,TRUE,"positive","-5.8352663","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__elongata","Presence"
"858","Cu","ASV_267",2.25140563496685,0.99775,0.00225,TRUE,"positive","-4.6322375","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiales_fam_Incertae_sedis","g__Operculomyces","s__laminatus","Presence"
"859","Cu","ASV_1062",2.27062747651161,0.99825,0.00175,TRUE,"positive","-6.3505282","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA,"Presence"
"860","Cu","ASV_583",2.28526785039956,0.997,0.003,TRUE,"positive","-6.3414485","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia","s__flanaganii","Presence"
"861","Cu","ASV_279",2.28881693161977,1,0,TRUE,"positive","-5.6378484","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Tetracladium","s__apiense","Presence"
"862","Cu","ASV_191",2.30393718106258,0.99625,0.00375,TRUE,"positive","-6.3458543","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Poaceascoma","s__helicoides","Presence"
"863","Cu","ASV_1424",2.33202967669081,0.999,0.001,TRUE,"positive","-4.7423037","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"864","Cu","ASV_1731",2.33621780408628,0.99975,0.00025,TRUE,"positive","-6.3470597","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Corynesporascaceae","g__Corynespora","s__cassiicola","Presence"
"865","Cu","ASV_1880",2.35578399487451,0.99875,0.00125,TRUE,"positive","-4.6711412","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA,"Presence"
"866","Cu","ASV_995",2.36810033675003,0.999,0.001,TRUE,"positive","-4.6718485","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA,"Presence"
"867","Cu","ASV_2176",2.36967117248363,0.9985,0.0015,TRUE,"positive","-4.3796816","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales",NA,NA,NA,"Presence"
"868","Cu","ASV_1134",2.40395272946003,0.99975,0.00025,TRUE,"positive","-4.4251351","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__punctatus","Presence"
"869","Cu","ASV_1015",2.40815823062204,0.9995,5e-04,TRUE,"positive","14.2323769","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA,"Presence"
"870","Cu","ASV_1252",2.42821663101855,1,0,TRUE,"positive","-6.4609110","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascobolaceae","g__Ascobolus",NA,"Presence"
"871","Cu","ASV_540",2.45783699232612,0.99975,0.00025,TRUE,"positive","-4.0610071","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS10",NA,NA,NA,"Presence"
"872","Cu","ASV_1504",2.47487362644042,0.9995,5e-04,TRUE,"positive","-4.4135689","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__pseudodichotomus","Presence"
"873","Cu","ASV_666",2.60639143473782,1,0,TRUE,"positive","-6.7266536","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"874","Cu","ASV_2472",2.6902733261516,1,0,TRUE,"positive","-3.9474411","k__Fungi","p__Blastocladiomycota",NA,NA,NA,NA,NA,"Presence"
"875","Cu","ASV_1808",2.69676872359429,1,0,TRUE,"positive","-4.6719112","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA,"Presence"
"876","Cu","ASV_145",2.71397901843308,0.99975,0.00025,TRUE,"positive","-6.9885055","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Pseudaleuria",NA,"Presence"
"877","Cu","ASV_496",2.73327944178968,0.99975,0.00025,TRUE,"positive","-5.8697354","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__oryzae","Presence"
"878","Cu","ASV_447",2.81912586445902,1,0,TRUE,"positive","-5.4552634","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA,"Presence"
"879","Cu","ASV_2971",2.85718842864739,0.99975,0.00025,TRUE,"positive","-4.7033784","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__macrocarpum","Presence"
"880","Cu","ASV_330",2.89322557468895,1,0,TRUE,"positive","-6.4864068","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascobolaceae","g__Ascobolus",NA,"Presence"
"881","Cu","ASV_205",3.04646290442658,1,0,TRUE,"positive","-5.5192658","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__alpina","Presence"
"882","Cu","ASV_827",3.18207017985024,1,0,TRUE,"positive","-6.5145429","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__leptospora","Presence"
"883","doc","ASV_179",-2.42566646021169,0,1,TRUE,"negative","-3.9069549","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11",NA,NA,NA,"Presence"
"884","doc","ASV_402",-2.14864037745465,0.00025,0.99975,TRUE,"negative","-6.4665115","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lindgomycetaceae","g__Clohesyomyces",NA,"Presence"
"885","doc","ASV_415",-2.07276059490612,0.00025,0.99975,TRUE,"negative","-5.6407175","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae","g__Pseudeurotium",NA,"Presence"
"886","doc","ASV_224",-1.95590325726501,0.00025,0.99975,TRUE,"negative","-5.9196612","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA,"Presence"
"887","doc","ASV_2774",-1.94255456385626,0.00025,0.99975,TRUE,"negative","-4.0356205","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS05",NA,NA,NA,"Presence"
"888","doc","ASV_1326",-1.94141875106942,0.00075,0.99925,TRUE,"negative","-1.6054295","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,"Presence"
"889","doc","ASV_1117",-1.9243720706132,0.00075,0.99925,TRUE,"negative","-3.9984208","k__Fungi","p__Entorrhizomycota","c__Entorrhizomycetes","o__Entorrhizales","f__Entorrhizaceae","g__Entorrhiza","s__tenuis","Presence"
"890","doc","ASV_595",-1.86501443794511,0,1,TRUE,"negative","-6.7126227","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Byssonectria",NA,"Presence"
"891","doc","ASV_379",-1.83060764717196,0.002,0.998,TRUE,"negative","-4.6564264","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA,"Presence"
"892","doc","ASV_765",-1.80927966013677,0.00025,0.99975,TRUE,"negative","-5.5695891","k__Fungi","p__Ascomycota","c__Orbiliomycetes",NA,NA,NA,NA,"Presence"
"893","doc","ASV_2928",-1.77301509281402,0.00275,0.99725,TRUE,"negative","-4.2161360","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus","s__brasilianum","Presence"
"894","doc","ASV_3496",-1.73091611520621,0.0025,0.9975,TRUE,"negative","-4.2963658","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"895","doc","ASV_2478",-1.69970507275234,0.002,0.998,TRUE,"negative","-4.3130524","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"896","doc","ASV_253",-1.66043839016827,0.00175,0.99825,TRUE,"negative","14.2146535","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA,"Presence"
"897","doc","ASV_528",-1.65061336577614,0.0015,0.9985,TRUE,"negative","-4.7619456","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA,"Presence"
"898","doc","ASV_623",-1.64351569730132,0.002,0.998,TRUE,"negative","-4.3168850","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"899","doc","ASV_209",-1.62962916110357,0.00175,0.99825,TRUE,"negative","-4.7430875","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"900","doc","ASV_2277",-1.62445065964387,0.0015,0.9985,TRUE,"negative","-6.7181258","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"901","doc","ASV_71",-1.57198004802271,0.00375,0.99625,TRUE,"negative","-6.3535228","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,"Presence"
"902","doc","ASV_37",-1.54348765989165,0.00175,0.99825,TRUE,"negative","-6.2689926","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06",NA,NA,NA,"Presence"
"903","doc","ASV_1299",-1.52069615619874,0.0045,0.9955,TRUE,"negative"," 0.9564646","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales",NA,NA,NA,"Presence"
"904","doc","ASV_314",-1.5161605581554,0.003,0.997,TRUE,"negative","-4.7430283","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"905","doc","ASV_693",-1.50512706788038,0.00375,0.99625,TRUE,"negative"," 0.8414011","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Cantharellales_fam_Incertae_sedis","g__Minimedusa","s__polyspora","Presence"
"906","doc","ASV_636",-1.5029019180354,0.0095,0.9905,TRUE,"negative","-4.6554969","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA,"Presence"
"907","doc","ASV_390",-1.48433535697213,0.0075,0.9925,TRUE,"negative","-5.9076421","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Lulworthiales","f__Lulworthiaceae","g__Moleospora",NA,"Presence"
"908","doc","ASV_4536",-1.4686420041182,0.01,0.99,TRUE,"negative","-4.0326516","k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA,"Presence"
"909","doc","ASV_210",-1.46470493631179,0.01,0.99,TRUE,"negative","-5.5578843","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA,"Presence"
"910","doc","ASV_1670",-1.45544047111904,0.00725,0.99275,TRUE,"negative","-6.7186588","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"911","doc","ASV_791",-1.43696090141513,0.0065,0.9935,TRUE,"negative","-6.6412481","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"912","doc","ASV_1363",-1.42672216359817,0.00875,0.99125,TRUE,"negative","-5.5644630","k__Fungi","p__Ascomycota","c__Orbiliomycetes",NA,NA,NA,NA,"Presence"
"913","doc","ASV_3443",-1.4216369274878,0.00475,0.99525,TRUE,"negative","-4.2969566","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"914","doc","ASV_161",-1.40239775446791,0.002,0.998,TRUE,"negative","-6.5548274","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__tabarestanensis","Presence"
"915","doc","ASV_1496",-1.38116144474433,0.012,0.988,TRUE,"negative","-5.9980609","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA,"Presence"
"916","doc","ASV_4397",-1.37755393853459,0.01075,0.98925,TRUE,"negative","-4.0323076","k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA,"Presence"
"917","doc","ASV_2322",-1.37732715339734,0.01225,0.98775,TRUE,"negative","-4.5202301","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae","g__Claroideoglomus",NA,"Presence"
"918","doc","ASV_5",-1.37437347795804,0.002,0.998,TRUE,"negative","-2.1000682","k__Fungi","p__Basidiomycota","c__Atractiellomycetes","o__Atractiellales","f__Hoehnelomycetaceae","g__Atractiella","s__solani","Presence"
"919","doc","ASV_3543",-1.37117581673178,0.00975,0.99025,TRUE,"negative"," 4.5209493","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Pluteaceae","g__Pluteus","s__septocystidiatus","Presence"
"920","doc","ASV_533",-1.33820046272152,0.00275,0.99725,TRUE,"negative","-6.3930764","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Plenodomus","s__biglobosus","Presence"
"921","doc","ASV_2019",-1.32707709547304,0.0165,0.9835,TRUE,"negative","-4.7567060","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA,"Presence"
"922","doc","ASV_608",-1.31976683938188,0.005,0.995,TRUE,"negative","-4.6762009","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA,"Presence"
"923","doc","ASV_3752",-1.30969811748867,0.00925,0.99075,TRUE,"negative","-4.3877552","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetaceae",NA,NA,"Presence"
"924","doc","ASV_82",-1.29991847969741,0.01925,0.98075,TRUE,"negative","-5.5582118","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Acidomelania","s__panicicola","Presence"
"925","doc","ASV_431",-1.29562784863518,0.01075,0.98925,TRUE,"negative","-4.6341185","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Rhizophydiales","f__Rhizophydiaceae","g__Rhizophydium","s__brooksianum","Presence"
"926","doc","ASV_3395",-1.29422196160516,0.008,0.992,TRUE,"negative","-6.6341940","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"927","doc","ASV_645",-1.28948043679,0.011,0.989,TRUE,"negative","-6.6358513","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"928","doc","ASV_254",-1.28788885465087,0.0025,0.9975,TRUE,"negative","-4.7691380","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA,"Presence"
"929","doc","ASV_1068",-1.27385118020715,0.0075,0.9925,TRUE,"negative","-4.5465486","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__dolichospermus","Presence"
"930","doc","ASV_1148",-1.27036830119061,0.0145,0.9855,TRUE,"negative","-6.6365038","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"931","doc","ASV_929",-1.26074553115789,0.01475,0.98525,TRUE,"negative","-5.1073566","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,"Presence"
"932","doc","ASV_2093",-1.26068108622952,0.0135,0.9865,TRUE,"negative","-4.4426489","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA,"Presence"
"933","doc","ASV_1176",-1.25843813856462,0.01825,0.98175,TRUE,"negative","-4.0332542","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae","g__Umbelopsis",NA,"Presence"
"934","doc","ASV_3859",-1.25567346229551,0.016,0.984,TRUE,"negative"," 4.4923628","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma",NA,"Presence"
"935","doc","ASV_2925",-1.25432523561111,0.02325,0.97675,TRUE,"negative","-4.2164194","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus","s__brasilianum","Presence"
