"","tissue","model","term","ASV","mean","sign","support.all","kingdom","phylum","class","order","family","genus","species","CS1"
"654","Soil","Presence","perc.clay","ASV_2774",1.21555749614263,"positive",0.993,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS05",NA,NA,NA,-4.0356205
"655","Soil","Presence","perc.clay","ASV_1298",1.21815403766872,"positive",0.994,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Psilocybe","s__coprophila",4.5040419
"656","Soil","Presence","perc.clay","ASV_2478",1.23890656267872,"positive",0.996,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,-4.3130524
"657","Soil","Presence","perc.clay","ASV_37",1.24209414255038,"positive",0.9995,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06",NA,NA,NA,-6.2689926
"658","Soil","Presence","perc.clay","ASV_209",1.24801393306032,"positive",0.99675,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,-4.7430875
"659","Soil","Presence","perc.clay","ASV_1828",1.24833063615404,"positive",0.998,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA,-4.6718599
"660","Soil","Presence","perc.clay","ASV_335",1.25045642714952,"positive",0.99175,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,-5.1202614
"661","Soil","Presence","perc.clay","ASV_132",1.25323485731584,"positive",0.9975,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae","g__Tylospora",NA,0.5686212
"662","Soil","Presence","perc.clay","ASV_4388",1.2563773290828,"positive",0.99375,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Alphamycetaceae","g__Betamyces",NA,-4.4215816
"663","Soil","Presence","perc.clay","ASV_241",1.26756739381066,"positive",1,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,-4.3153137
"664","Soil","Presence","perc.clay","ASV_3543",1.27262261689001,"positive",0.99825,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Pluteaceae","g__Pluteus","s__septocystidiatus",4.5209493
"665","Soil","Presence","perc.clay","ASV_653",1.27624579065668,"positive",0.9935,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,-1.2538422
"666","Soil","Presence","perc.clay","ASV_176",1.28032303927537,"positive",0.999,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,-1.2793742
"667","Soil","Presence","perc.clay","ASV_671",1.2934961918702,"positive",0.994,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Serendipitaceae",NA,NA,1.0557881
"668","Soil","Presence","perc.clay","ASV_1176",1.30557362055605,"positive",0.996,"k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae","g__Umbelopsis",NA,-4.0332542
"669","Soil","Presence","perc.clay","ASV_1465",1.31901658155113,"positive",0.998,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,-5.1019257
"670","Soil","Presence","perc.clay","ASV_336",1.32037556438811,"positive",0.9995,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,-5.1217583
"671","Soil","Presence","perc.clay","ASV_180",1.32943090583167,"positive",0.99625,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Clavariaceae",NA,NA,5.6153939
"672","Soil","Presence","perc.clay","ASV_2775",1.3474187828117,"positive",0.99825,"k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae",NA,NA,-4.4519993
"673","Soil","Presence","perc.clay","ASV_595",1.35641649056914,"positive",1,"k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Byssonectria",NA,-6.7126227
"674","Soil","Presence","perc.clay","ASV_2763",1.36547829015907,"positive",0.999,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS08",NA,NA,NA,-4.0150051
"675","Soil","Presence","perc.clay","ASV_1363",1.3731926819797,"positive",0.9965,"k__Fungi","p__Ascomycota","c__Orbiliomycetes",NA,NA,NA,NA,-5.564463
"676","Soil","Presence","perc.clay","ASV_564",1.38766760464398,"positive",0.999,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinaceae",NA,NA,0.9312581
"677","Soil","Presence","perc.clay","ASV_2744",1.39013091806325,"positive",0.99775,"k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales",NA,NA,NA,-4.3687028
"678","Soil","Presence","perc.clay","ASV_273",1.39103794368741,"positive",0.99875,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae",NA,NA,4.7478299
"679","Soil","Presence","perc.clay","ASV_389",1.40601781037679,"positive",0.99825,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06",NA,NA,NA,-6.2355187
"680","Soil","Presence","perc.clay","ASV_415",1.42138878614605,"positive",0.998,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae","g__Pseudeurotium",NA,-5.6407175
"681","Soil","Presence","perc.clay","ASV_1670",1.42774138884754,"positive",0.9985,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,-6.7186588
"682","Soil","Presence","perc.clay","ASV_410",1.44275078523919,"positive",0.99925,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,-6.735913
"683","Soil","Presence","perc.clay","ASV_262",1.44560616364479,"positive",0.99825,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Clavariaceae",NA,NA,5.615221
"684","Soil","Presence","perc.clay","ASV_224",1.48231136785139,"positive",1,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA,-5.9196612
"685","Soil","Presence","perc.clay","ASV_314",1.49049604808534,"positive",0.99975,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,-4.7430283
"686","Soil","Presence","perc.clay","ASV_267",1.50754461976641,"positive",0.99925,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiales_fam_Incertae_sedis","g__Operculomyces","s__laminatus",-4.6322375
"687","Soil","Presence","perc.clay","ASV_274",1.53589502872973,"positive",0.9995,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiales_fam_Incertae_sedis","g__Operculomyces","s__laminatus",-4.6306227
"688","Soil","Presence","perc.clay","ASV_693",1.57682436088449,"positive",1,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Cantharellales_fam_Incertae_sedis","g__Minimedusa","s__polyspora",0.8414011
"689","Soil","Presence","perc.clay","ASV_1326",1.64396364664681,"positive",1,"k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,-1.6054295
"690","Soil","Presence","perc.clay","ASV_1025",1.64641066244684,"positive",1,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA,-4.4486368
"691","Soil","Presence","perc.clay","ASV_2745",1.6765610425998,"positive",1,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiaceae","g__Rhizophydium",NA,-4.4180351
"692","Soil","Presence","perc.clay","ASV_179",1.84765771866174,"positive",1,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11",NA,NA,NA,-3.9069549
"693","Soil","Presence","perc.clay","ASV_431",1.98466453153127,"positive",1,"k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Rhizophydiales","f__Rhizophydiaceae","g__Rhizophydium","s__brooksianum",-4.6341185
"694","Soil","Presence","stand.age.yrs.num","ASV_1731",-3.29450591232459,"negative",1,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Corynesporascaceae","g__Corynespora","s__cassiicola",-6.3470597
"695","Soil","Presence","stand.age.yrs.num","ASV_38",-2.35513357880497,"negative",1,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA,-5.9178575
"696","Soil","Presence","stand.age.yrs.num","ASV_496",-2.33640256473555,"negative",0.99875,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__oryzae",-5.8697354
"697","Soil","Presence","stand.age.yrs.num","ASV_1035",-2.30908266131065,"negative",1,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae","g__Macrophomina","s__phaseolina",-5.9307713
"698","Soil","Presence","stand.age.yrs.num","ASV_518",-2.193346174082,"negative",1,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,-6.6934217
"699","Soil","Presence","stand.age.yrs.num","ASV_493",-2.18507855154737,"negative",0.998,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11",NA,NA,NA,-3.8986691
"700","Soil","Presence","stand.age.yrs.num","ASV_3670",-2.176823022028,"negative",0.99925,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma",NA,4.4927647
"701","Soil","Presence","stand.age.yrs.num","ASV_639",-2.16851002797332,"negative",0.9995,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,-6.7195308
"702","Soil","Presence","stand.age.yrs.num","ASV_1511",-2.14935034433318,"negative",0.9995,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA,-4.7588652
"703","Soil","Presence","stand.age.yrs.num","ASV_191",-2.13660323353004,"negative",0.998,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Poaceascoma","s__helicoides",-6.3458543
"704","Soil","Presence","stand.age.yrs.num","ASV_1255",-2.13083142605919,"negative",0.99775,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA,-4.2073435
"705","Soil","Presence","stand.age.yrs.num","ASV_291",-2.1300062323814,"negative",0.9965,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA,-5.8944947
"706","Soil","Presence","stand.age.yrs.num","ASV_2100",-2.0946900289466,"negative",1,"k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae",NA,NA,-4.4365601
"707","Soil","Presence","stand.age.yrs.num","ASV_1062",-2.09375981924365,"negative",0.999,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA,-6.3505282
"708","Soil","Presence","stand.age.yrs.num","ASV_447",-2.06650477986384,"negative",1,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA,-5.4552634
"709","Soil","Presence","stand.age.yrs.num","ASV_850",-1.99425549258976,"negative",1,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Sordariales_fam_Incertae_sedis","g__Conlarium",NA,-5.8385859
"710","Soil","Presence","stand.age.yrs.num","ASV_827",-1.96761567088448,"negative",0.99675,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__leptospora",-6.5145429
"711","Soil","Presence","stand.age.yrs.num","ASV_1138",-1.91970591831005,"negative",0.99325,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus","s__intraradices",-4.6446351
"712","Soil","Presence","stand.age.yrs.num","ASV_1417",-1.90259976187197,"negative",0.99825,"k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Dactylaria","s__mitrata",-5.5400109
"713","Soil","Presence","stand.age.yrs.num","ASV_161",-1.87147697154971,"negative",0.998,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__tabarestanensis",-6.5548274
"714","Soil","Presence","stand.age.yrs.num","ASV_6526",-1.8535960044356,"negative",0.99175,"k__Fungi","p__Basidiobolomycota",NA,NA,NA,NA,NA,-3.9574799
"715","Soil","Presence","stand.age.yrs.num","ASV_7332",-1.84641279871227,"negative",0.993,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,-5.1007099
"716","Soil","Presence","stand.age.yrs.num","ASV_2971",-1.83428112776026,"negative",0.995,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__macrocarpum",-4.7033784
"717","Soil","Presence","stand.age.yrs.num","ASV_685",-1.82858953150142,"negative",0.99625,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA,-5.4527189
"718","Soil","Presence","stand.age.yrs.num","ASV_1371",-1.758280684803,"negative",0.9955,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA,-4.7575087
"719","Soil","Presence","stand.age.yrs.num","ASV_1877",-1.75379914036218,"negative",0.997,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales",NA,NA,NA,-5.8371216
"720","Soil","Presence","stand.age.yrs.num","ASV_1147",-1.75337686245265,"negative",0.99175,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,-6.7201414
"721","Soil","Presence","stand.age.yrs.num","ASV_359",-1.69193471229781,"negative",0.99925,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__elongata",-5.6925902
"722","Soil","Presence","stand.age.yrs.num","ASV_1550",-1.68703609325297,"negative",0.99125,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,-4.7428776
"723","Soil","Presence","stand.age.yrs.num","ASV_914",-1.65708689182919,"negative",0.9915,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA,-5.8935877
"724","Soil","Presence","stand.age.yrs.num","ASV_158",-1.65370749509775,"negative",0.99625,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,-1.2954444
"725","Soil","Presence","stand.age.yrs.num","ASV_550",-1.63938563580992,"negative",0.99925,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Cantharellales_fam_Incertae_sedis","g__Minimedusa","s__polyspora",0.8359744
"726","Soil","Presence","stand.age.yrs.num","ASV_248",-1.63227961776249,"negative",0.99975,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia",NA,-5.6373354
"727","Soil","Presence","stand.age.yrs.num","ASV_2486",-1.62559127364208,"negative",0.99075,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA,-4.6708317
"728","Soil","Presence","stand.age.yrs.num","ASV_4268",-1.60441544213293,"negative",0.99075,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,-5.607835
"729","Soil","Presence","stand.age.yrs.num","ASV_277",-1.60174734681287,"negative",0.99325,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA,-5.9824025
"730","Soil","Presence","stand.age.yrs.num","ASV_15",-1.58967872798044,"negative",0.995,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,-5.6311048
"731","Soil","Presence","stand.age.yrs.num","ASV_241",-1.57933555501303,"negative",0.995,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,-4.3153137
"732","Soil","Presence","stand.age.yrs.num","ASV_390",-1.57167127647223,"negative",0.9915,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Lulworthiales","f__Lulworthiaceae","g__Moleospora",NA,-5.9076421
"733","Soil","Presence","stand.age.yrs.num","ASV_4596",-1.54262556588137,"negative",0.99275,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,-6.6333509
"734","Soil","Presence","stand.age.yrs.num","ASV_119",-1.52972676257852,"negative",0.997,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,-1.3071929
"735","Soil","Presence","stand.age.yrs.num","ASV_2264",-1.52089562897667,"negative",0.997,"k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae",NA,NA,-4.4356353
"736","Soil","Presence","stand.age.yrs.num","ASV_554",-1.51775898658328,"negative",0.99075,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,-4.3113242
"737","Soil","Presence","stand.age.yrs.num","ASV_232",-1.49409699346903,"negative",0.99425,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,-6.7284626
"738","Soil","Presence","stand.age.yrs.num","ASV_747",-1.49348069879587,"negative",0.99125,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,-5.0745611
"739","Soil","Presence","stand.age.yrs.num","ASV_296",-1.46596100892142,"negative",0.99425,"k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__dolichospermus",-4.5648234
"740","Soil","Presence","stand.age.yrs.num","ASV_330",-1.33595187401073,"negative",0.9905,"k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascobolaceae","g__Ascobolus",NA,-6.4864068
"741","Soil","Presence","stand.age.yrs.num","ASV_45",-1.19476720709175,"negative",0.9945,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,-1.3530494
"742","Soil","Presence","stand.age.yrs.num","ASV_57",1.25853816774741,"positive",0.991,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA,14.2988507
"743","Soil","Presence","stand.age.yrs.num","ASV_9",1.36171542662872,"positive",0.9935,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA,16.2441149
"744","Soil","Presence","stand.age.yrs.num","ASV_427",1.43238199981706,"positive",0.997,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA,14.2571145
"745","Soil","Presence","stand.age.yrs.num","ASV_1733",1.48412906202251,"positive",0.99575,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS10",NA,NA,NA,-4.0435462
"746","Soil","Presence","stand.age.yrs.num","ASV_344",1.51406607075435,"positive",0.998,"k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA,-5.6668103
"747","Soil","Presence","stand.age.yrs.num","ASV_1734",1.53785932026263,"positive",0.99675,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,-6.6307265
"748","Soil","Presence","stand.age.yrs.num","ASV_2554",1.55013052835918,"positive",0.9945,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,-1.2508105
"749","Soil","Presence","stand.age.yrs.num","ASV_11",1.55404309674022,"positive",0.99775,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Mycena",NA,5.739844
"750","Soil","Presence","stand.age.yrs.num","ASV_684",1.55893824195933,"positive",0.99875,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__alpina",-5.4959731
"751","Soil","Presence","stand.age.yrs.num","ASV_3519",1.56598662161872,"positive",0.9915,"k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA,-4.0309544
"752","Soil","Presence","stand.age.yrs.num","ASV_156",1.58765723304685,"positive",0.99875,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__elongata",-5.6328422
"753","Soil","Presence","stand.age.yrs.num","ASV_3360",1.6074614948941,"positive",0.99575,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA,-5.4441183
"754","Soil","Presence","stand.age.yrs.num","ASV_2206",1.6292772444466,"positive",0.99275,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Gigasporales","f__Gigasporaceae",NA,NA,-4.3854313
"755","Soil","Presence","stand.age.yrs.num","ASV_1573",1.6306066527429,"positive",0.9955,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,-6.6280161
"756","Soil","Presence","stand.age.yrs.num","ASV_4353",1.63395783064312,"positive",0.99025,"k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA,-4.0320886
"757","Soil","Presence","stand.age.yrs.num","ASV_864",1.63661833056556,"positive",0.99575,"k__Fungi","p__Ascomycota","c__Archaeorhizomycetes",NA,NA,NA,NA,-5.402741
"758","Soil","Presence","stand.age.yrs.num","ASV_5993",1.6454975813426,"positive",0.99525,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA,14.2360408
"759","Soil","Presence","stand.age.yrs.num","ASV_1282",1.67378850476794,"positive",0.991,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,-4.7397526
"760","Soil","Presence","stand.age.yrs.num","ASV_575",1.67678559424859,"positive",0.9975,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella","s__squamosa",4.5547214
"761","Soil","Presence","stand.age.yrs.num","ASV_3815",1.68897855854911,"positive",0.998,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales",NA,NA,NA,-4.8102476
"762","Soil","Presence","stand.age.yrs.num","ASV_642",1.69510650062353,"positive",0.998,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,-1.2442185
"763","Soil","Presence","stand.age.yrs.num","ASV_97",1.70242470554417,"positive",0.9985,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,-6.7506085
"764","Soil","Presence","stand.age.yrs.num","ASV_1553",1.72477684332268,"positive",0.9975,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA,-5.4453183
"765","Soil","Presence","stand.age.yrs.num","ASV_123",1.72490448394252,"positive",0.99725,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,-4.9624762
"766","Soil","Presence","stand.age.yrs.num","ASV_1547",1.72791508703275,"positive",0.99775,"k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae",NA,NA,-4.4354162
"767","Soil","Presence","stand.age.yrs.num","ASV_346",1.75694132799764,"positive",1,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11",NA,NA,NA,-3.859053
"768","Soil","Presence","stand.age.yrs.num","ASV_16",1.76868856574774,"positive",0.998,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Mycena",NA,5.7398396
"769","Soil","Presence","stand.age.yrs.num","ASV_150",1.82172929044272,"positive",1,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,-1.226345
"770","Soil","Presence","stand.age.yrs.num","ASV_178",1.84866508355539,"positive",0.99925,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,-1.2335614
"771","Soil","Presence","stand.age.yrs.num","ASV_2089",1.85185358270578,"positive",0.9995,"k__Fungi","p__Blastocladiomycota",NA,NA,NA,NA,NA,-3.9444595
"772","Soil","Presence","stand.age.yrs.num","ASV_1729",1.88980824933818,"positive",0.99525,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS05",NA,NA,NA,-4.0378681
"773","Soil","Presence","stand.age.yrs.num","ASV_1895",1.90598501192193,"positive",0.9975,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA,-5.4472702
"774","Soil","Presence","stand.age.yrs.num","ASV_271",1.95763776494413,"positive",0.99975,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Talaromyces",NA,-5.5952597
"775","Soil","Presence","stand.age.yrs.num","ASV_775",1.96043815590313,"positive",0.9995,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales",NA,NA,NA,-4.4820293
"776","Soil","Presence","stand.age.yrs.num","ASV_924",1.96804303901061,"positive",1,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,-4.7340707
"777","Soil","Presence","stand.age.yrs.num","ASV_791",2.01707181053207,"positive",0.99825,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,-6.6412481
"778","Soil","Presence","stand.age.yrs.num","ASV_1076",2.11558661296103,"positive",0.999,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,-6.6393209
"779","Soil","Presence","stand.age.yrs.num","ASV_1095",2.15713653718158,"positive",0.99975,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,-6.6367769
"780","Soil","Presence","stand.age.yrs.num","ASV_117",2.34430757466864,"positive",0.99975,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA,14.3280351
"781","Soil","Presence","stand.age.yrs.num","ASV_1466",2.36962673323887,"positive",0.9995,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,-6.6235433
"782","Soil","Presence","stand.age.yrs.num","ASV_443",2.45569880280447,"positive",1,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Piskurozymaceae","g__Solicoccozyma","s__terricola",-1.6893422
"783","Soil","Presence","stand.age.yrs.num","ASV_142",2.57643404814631,"positive",1,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,-6.6181741
"784","Soil","Presence","stand.age.yrs.num","ASV_12",2.579775383999,"positive",1,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA,-5.3664685
"785","Soil","Presence","stand.age.yrs.num","ASV_1654",2.64530629931458,"positive",1,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,-6.6339276
"786","Soil","Presence","TIN","ASV_684",-2.26792589279678,"negative",0.99625,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__alpina",-5.4959731
"787","Soil","Presence","TIN","ASV_42",-2.18470577554427,"negative",0.9935,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,-1.4032218
"788","Soil","Presence","TIN","ASV_101",-2.0982293249256,"negative",0.9915,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,-1.3129447
