ASV,kingdom,phylum,class,order,family,genus,species
ASV_854,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__macrocarpum
ASV_1937,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA
ASV_848,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA
ASV_1371,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA
ASV_1379,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA
ASV_1305,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA
ASV_528,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA
ASV_1355,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA
ASV_1511,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA
ASV_254,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA
ASV_625,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA
ASV_734,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA
ASV_2019,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA
ASV_3474,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA
ASV_2815,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA
ASV_1494,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA
ASV_1861,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA
ASV_741,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA
ASV_1207,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA
ASV_1505,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA
ASV_730,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA
ASV_1109,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__indicum
ASV_2944,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__indicum
ASV_1080,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__indicum
ASV_1524,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__indicum
ASV_1516,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__indicum
ASV_1149,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__indicum
ASV_421,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__indicum
ASV_452,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__indicum
ASV_1799,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__indicum
ASV_2507,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__indicum
ASV_1156,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__indicum
ASV_2922,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Septoglomus,s__viscosum
ASV_1662,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Septoglomus,s__viscosum
ASV_2192,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Septoglomus,s__constrictum
ASV_960,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Septoglomus,NA
ASV_2401,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,NA
ASV_2104,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,NA
ASV_2322,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,NA
ASV_1651,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,NA
ASV_1159,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,NA
ASV_775,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,NA,NA,NA
ASV_2930,k__Fungi,p__Glomeromycota,c__Glomeromycetes,NA,NA,NA,NA
ASV_554,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_1264,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_798,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_918,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_933,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_1397,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_662,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_2536,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_1663,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_1077,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_1412,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_2187,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_664,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_1242,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_1920,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_1189,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_964,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_414,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_637,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_2478,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_665,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_2547,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_1058,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_1700,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_638,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_703,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_241,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_3464,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_1104,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_1221,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_2111,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_886,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_1066,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_1006,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_1954,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_1247,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_844,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_472,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_2170,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_623,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_3496,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_3443,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_3320,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_2380,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA
ASV_2713,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,NA,NA,NA
ASV_2744,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,NA,NA,NA
ASV_1797,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,NA,NA,NA
ASV_2412,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,NA,NA,NA
ASV_1266,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,NA,NA,NA
ASV_1010,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,NA,NA,NA
ASV_1679,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,NA,NA,NA
ASV_1376,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,NA,NA,NA
ASV_3332,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,NA,NA,NA
ASV_1646,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,NA,NA,NA
ASV_2258,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,NA,NA,NA
ASV_3263,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,NA,NA,NA
ASV_2084,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,NA,NA,NA,NA
ASV_218,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__GS24,NA,NA,NA
ASV_615,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__GS24,NA,NA,NA
ASV_264,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__GS24,NA,NA,NA
ASV_2925,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__brasilianum
ASV_2928,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__brasilianum
ASV_1500,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__occultum
ASV_1756,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__occultum
ASV_1059,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__occultum
ASV_1255,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,NA
ASV_1162,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,NA
ASV_3066,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,NA
ASV_2912,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,NA
ASV_317,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,NA
ASV_1240,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,NA,NA,NA
ASV_905,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,NA,NA,NA
ASV_1074,k__Fungi,p__Mortierellomycota,NA,NA,NA,NA,NA
ASV_3815,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,NA,NA,NA
ASV_901,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__angusta
ASV_1124,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
ASV_1553,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
ASV_1013,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
ASV_2528,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
ASV_2344,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
ASV_447,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
ASV_3360,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
ASV_1895,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
ASV_2848,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
ASV_385,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
ASV_370,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
ASV_685,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
ASV_350,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__elongata
ASV_28,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__elongata
ASV_355,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__elongata
ASV_156,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__elongata
ASV_678,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__elongata
ASV_1284,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__elongata
ASV_359,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__elongata
ASV_205,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__alpina
ASV_684,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__alpina
ASV_220,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__alpina
ASV_108,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__exigua
